variant	pango_lineage	variant_type	voi_designation_date	voc_designation_date	vum_designation_date	status
Ia	 	n/a	n/a	n/a	n/a	de_escalated
Ib	 	n/a	n/a	n/a	n/a	de_escalated
IIa	 	n/a	n/a	n/a	n/a	de_escalated
IIb	A,A.1,A.2,A.3,B.1,C.1,D.1,E.1,E.2,E.3,F.1,F.2,F.3,F.4,F.5,F.6 	n/a	n/a	n/a	n/a	actively_circulating
outgroup	 	n/a	n/a	n/a	n/a	de_escalated
